text	location	lon	lat	lat2	lon2	day
@Redskins game was awesome but they suck and it was cold!!	North Carolina	-77.07017072	38.89365913	NA	NA	25
öŸöŸ»öŸ»öŸÁö_‹öŸçö_šö_€öŸ_ö_šöŸ‚öŸçöŸ_öŸ äÖî¥Ÿ#rainy#rain#road #vscocam @ Hinkong @ Ratchaburi http://t.co/UwAQdq9oJ5	Bangkok, Thailand	99.70575598	13.5576704	NA	NA	25
Too cold to get up Õæ_ÕŸ_	united kingdom	0.83934983	52.31731711	NA	NA	25
soo finally in bed shit is warm Õæ_ÕŸë	(NY äìš WV)	-73.42414987	40.69893305	NA	NA	25
I ain't even stressing a relationship... When it's my time I'll know it. FOH with that holiday cuffin / winter shit	NYC-Miami	-80.19560621	25.87764423	NA	NA	25
It's cold as fuck		-116.8734916	33.03480752	NA	NA	25
#AFGHANISTAN YOU NEVER SEE. View of Kunar river, winter 2013. http://t.co/1mxQqj0vaq	AFGHANISTAN 	69.18579809	34.53715985	NA	NA	25
So excited for holiday Õæ_ÕŸ_	UT//NYC	-73.99689315	40.72978871	NA	NA	25
Why r holidays in #UAE connected with #weekends? Tht means national day linked with weekend &amp; we resume office on 2nd Dec. (actual holiday)Õæ_ÕŸç	Dubai, UAE 	55.33056152	25.26718618	NA	NA	25
So coldÕæ_ÕŸ_		-4.03740474	51.6632274	NA	NA	25
Another great day of golf with @fairecoincoin, a beautiful 18 holes, little bit windy but some greatäó_ http://t.co/OGxiEqcv6H	Manly	151.2507373	-33.98241187	NA	NA	25
Someone bring me a hot chocolate it cold outside , need warming up #nippy	Norwich	1.32118	52.65744	52.6308859	1.297355	25
If you have a cold, buy a packet of tissues, stop sniffing every 2 bloody seconds Õæ_ÕŸçäì†	Costa Del Bradford	-1.19834981	52.93856087	33.7062101	-117.8743875	25
THE DAY HAS ARRIVED! Can't wait to watch my girl @darylgray92 on snow, sex and suspicious parents tonight! ä_¥ŸÕæ_ÕŸåä‹¥Ÿä_‹¥ŸÕæ_Õ_óÕæ_Õ_Ë #yourlifeisover		-1.08698546	52.29902291	NA	NA	25
Winter came ! #winter #cold @ Szeged http://t.co/zJ9Zpg5K07		20.14139635	46.25591926	NA	NA	25
Would love to be back somewhere sunny and warm right nowwww äÖó¥Ÿ http://t.co/90O5WbluQp	Northampton	-0.53375542	52.39868973	52.240477	-0.902656	25
Pensa em 7 lindos, ensolarados  e congelados quilíÇmetros na floresta! 7 beautiful, sunny and freezingäó_ http://t.co/XCrOo0tamj	iPhone: 0.000000,0.000000	8.69534612	50.08493823	NA	NA	25
Just got back from my spin class to my beautiful lil windy! http://t.co/mULKQJmhwc		0.19637205	51.28953943	NA	NA	25
The best way to start your day.  #nutella #ferrero #deutsch #bih #bosnian #tesanj #winter @ Tesanj http://t.co/Si8QhJeuUk		17.9880249	44.6054029	NA	NA	25
How lads work outside in the freezing cold weather is beyond me.. I would dread going to work everyday	jordan holmes ä_¥Ÿ	-2.76266925	53.76692221	NA	NA	25
äóì Weäó»re delighted to unveil the magnificent Hogwarts castle model in the snow! #HogwartsAtChristmas http://t.co/HntTJPvSQQäó @wenderz1968	glastonbury festival	-2.1945677	51.33710352	51.15577	-2.61288	25
Starving but it's way to cold it get out of bed		-0.89374518	50.84295637	NA	NA	25
"hi..

I'm cold.

bye."		-0.58864663	51.24328211	NA	NA	25
I'm wearing a sweater,a jacket and a coat.#brrr	Holmesville ohio	-81.92451926	40.64389487	NA	NA	25
Its too cold for this Õæ_ÕŸåä‹¥Ÿ		-97.83916254	31.08060457	NA	NA	25
I knew it was going to be cold... I didn't realize it'd be this! @ Goat Milk Stuff http://t.co/nZi85dTdGq	Indiana, near Louisville, KY	-85.79363108	38.69098667	NA	NA	25
I wanted to get ahead of the Thanksgiving well wishers and put this out early. My hope is that you getäó_ http://t.co/ef9YoUETVS	THE TRACK, ROWER OR THE GYM-TX	-97.08659805	33.15112064	NA	NA	25
Let It snow, let it snow, let it snow .Õæ_ÕŸŠä‹¥Ÿä_‹¥ŸÕæ_Õ_¢		-70.99868953	42.52695476	NA	NA	25
Thanksgiving break y'all! Õæ_Õ_„Õæ_Õ_ÇäÖ´¥ŸÕæ_Õ__Õæ_Õ_		-86.45577509	38.55896675	NA	NA	25
Off to work on a cold rainy Tuesday. Oh snap. #wmata		-76.99534907	38.9341995	NA	NA	25
I swear if we get a big snow storm i will be the happiest person evaaa	201	-73.99977159	40.83176983	NA	NA	25
Waiting on the snow...		-85.62301908	42.30823746	NA	NA	25
Thanksgiving vacation starts today at 12noon! Yippeeeee!		-73.96738721	40.75460338	NA	NA	25
The hall is the place to be when you feel cold from being in town.	Lancaster, UK	-2.80328273	54.04921474	NA	NA	25
@BibleQuote365  I am thankful for my family that I am in my right mind I'm alive to see this holiday and that I know I'm saved and God ä_¥Ÿ ME	Illinois	-87.6037734	41.78980777	NA	NA	25
I hate how people here I like 58 degrees and sunny is coat weather... you're	Ann Arbor, Michigan	-9.20631648	38.69410837	NA	NA	25
This morning I decided I didn't need coffee, that I'd be fine with hot chocolate.		-79.05283922	35.91340627	NA	NA	25
@Smithybombom know what you're signing up for. I was an elf in the winter of '09. It was the worst of times, kids are cruel.	Yorkshire life	-1.08030645	53.95980505	NA	NA	25
And let my Thanksgiving break begin!  #relaxationtime	Greenville, North Carolina	-77.3666112	35.59669785	NA	NA	25
People are guessing patterns in equations and throwing simple math completely out the window. 6 x 6 is not 3. #killmenow	Oswego NY	-76.53839274	43.45501096	43.4553461	-76.5104973	25
First snow in Belgrade!!! *_*		20.404729	44.8311417	NA	NA	25
Its so cold im on the stairs inside the 100 building where the weirdos hang out Õæ_ÕŸ‡		-118.1412457	33.77799337	NA	NA	25
rain @ Rua dos Estudantes http://t.co/XGN4QBXGrR	Sí£o Paulo - Brazil 	-46.63553281	-23.55632494	-23.5489433	-46.6388182	25
Bottle of Whiskey to myself on this rainy day. Oi		-84.1271065	35.9379941	NA	NA	25
You can't even trust the reflection in the mirror because the world is cold		-72.59458045	41.78631361	NA	NA	25
I'm glad my weave on tight cuz this wind ain't no joke.	Hattiesburg, Mississippi	-89.37821089	31.31866805	31.3271189	-89.2903392	25
Winter is comingä‹¥ŸOur brains has already been cracked Õæ_Õ_šÕæ_Õ__äìë¥Ÿ @ Without control http://t.co/QUNSB6bBcz		37.53763928	55.87666679	NA	NA	25
_Í_µããë _Ç_µ__ãë _Ÿ_Ç_µã‰ ã‰__ _Ç_____Çãë,ã‰__ __ãó_Á_Ç( __ãã _Ëãó_________é_Á..  #november #autumn #rain #ice #road #___Ÿ_____Ÿ____________ãó___Çäó_ http://t.co/aLFJ4QIBbj	Russia	44.02041435	56.31690564	61.52401	105.318756	25
Is this snow?	New jersey	-74.43542205	40.48391297	40.0583238	-74.4056612	25
Omg the toilet seat is icy cold...  not cool...		-111.7197676	33.2951768	NA	NA	25
I just don't know if my nipples are going to be able to handle this cold weather.		-84.42584412	33.83051996	NA	NA	25
My 3 legged cat is cuddling on the chair with my sweater wearing dog...		-79.9794098	40.5028973	NA	NA	25
I can't take the cold anymore. since I sat in it for 10 hours on Saturday, I officially hate it.		-83.29301949	42.3210271	NA	NA	25
I can needs it cause its cold af this morning..		-87.1555187	33.7099019	NA	NA	25
@giorgiag9 he built a cabin and a winter store and he ploughed up the ground by the cold lake shore...	Bergamo,Milan,Barcellona.	9.65763226	45.70125126	45.8083062	9.5760666	25
I don't think I'm built for the winter in scranton	Lil Haiti	-75.65598798	41.40596573	18.6105577	-73.8080869	25
I can't find any of my sweater dresses...Õæ_ÕŸ©	Dade County Trenton GA	-85.47951267	34.91945443	34.8720222	-85.50913	25
Thanksgiving break is uhmazingg &lt;3		-117.4080466	33.93708832	NA	NA	25
If thereäó»s always someone leaving, will we ever stop believing that the winter fits us perfectly?	Cincinnati	-84.51509334	39.33463243	39.1031182	-84.5120196	25
Ugh Monday morning and it's a work day. At least it's Thanksgiving week!	Sammamish, WA	-122.0489987	47.60933046	NA	NA	25
Is it ok to bring your dog to someone else's house for Thanksgiving? @TODAYshow has the answer. I know what I'm doing for the next hour.	Notre Dame, IN	-86.24154395	41.69802582	NA	NA	25
On my snow bunny shit http://t.co/HESHjhBn3f	IG: labrooke_ 	-83.80195895	35.32462729	NA	NA	25
I hate winter I hate winter I hate winter		-76.41673852	37.04125513	NA	NA	25
Going to the gym only because I'm cold...		-70.89591513	42.50009399	NA	NA	25
It's a cold world! Now adays u can't trust nobody!		-81.02717244	33.99262424	NA	NA	25
@kusjegill: äóì@vdboschx: äóì@kusjegill: hete kip warm maken Õæ_Õ_ëäó Je gaat "hete" kip du afkoelen naar "warm" ?äó OMG zoek op google hete kipäóhahaha		4.96564028	52.09708339	NA	NA	25
Brrrr #smartchics stay warm @TheSmartChic @TheCupcakeMommy @TheMrsHelms @Tracy_Rex @drivinfar @CanadianCarla @FrancaAdamus  @tybcreations	Western NC	-82.49285316	35.36906139	NA	NA	25
Really right before thanksgiving?	Corpus	-97.3232389	27.7080002	NA	NA	25
Thursday a thanksgiving feel like fi tek wash out enu straight food all day Thursday	Jamerica	-76.7723816	40.2956041	NA	NA	25
äóì@LaurenCheekMMA: Fight week!!!! And thanksgiving?! Doesn't get any better than this! @ufcäó Life is good! Õæ_Õ_	The 9th Isle	-115.1700765	36.10517314	NA	NA	25
This feeling is equivalent to siting in a cold dark room alone with no one to share thoughts with.	Neverland.	-80.8248326	41.84076564	NA	NA	25
I seriously want to give every one on the street a ride to somewhere warm. I hate seeing people in the cold..		-97.3247504	27.71349448	NA	NA	25
"@kaitLynMann: Why does thanksgiving eve have to be a thing" I've been tryin to make it live over here.. nobody believes me		11.2501038	43.7672461	NA	NA	25
I want to go snowboarding this winter.		-122.9619401	44.91808913	NA	NA	25
@Jer_Bear_Bach @Caraprobzz what's ur thanksgiving plans?	Dickson, TN	-87.37931172	36.10425586	36.0770048	-87.3877899	25
My sisters coming over Wednesday to help decorate the house and put up our tree. I am so on the Christmas train right now. Woooo	Atlanna ä_¥Ÿ Georgia (ATL)	-84.32884292	33.58654176	33.639975	-84.444032	25
Cam Newton partners with food bank for Thanksgiving feast: Carolina Panthers quarterback Cam Newton will... http://t.co/Cqk918Xv0U	Charlotte, NC	-80.84079342	35.22483977	35.2270869	-80.8431267	25
One more hour till my thanksgiving break starts! Õæ_ÕŸÕæ_ÕŸÕæ_Õ±		-80.0451621	41.06161709	NA	NA	25
It's cold		-68.6686064	44.90083791	NA	NA	25
Nothing's prettier than watching snow fall ä‹¥ŸÕæ_Õ_»ä‹¥Ÿ  #winteriscoming	Wildwood, IL 	-87.9816116	42.35843101	42.3427778	-87.9980556	25
ä‹¥Ÿback home in #colorado #winter #snow #thanksgiving #holidays #cropcircles #family #beauty @ Denveräó_ http://t.co/DrtxK8PpPW	212.303	-104.6737862	39.85029262	61.162623	24.000078	25
ouvindo november rain como se ní£o houvesse amanhí£	Iguatu-Cearíç	-39.3044361	-6.3524317	-6.3478837	-39.306726	25
"@devinjones_: the cold come with to much , a nigga nose be running , lips be chapped nshit . nigga be ashy , like damn ."Lmaoo	Above the rim	-94.1236374	30.0471255	41.8979888	12.4780226	25
erm does someone wanna come winter wonderland pls Õæ_Õ_š		0.44945525	51.72911876	NA	NA	25
This damn snow puts me in such a bad mood smh	Dearborn/Grand Rapids	-85.88893293	42.96434406	42.9633599	-85.6680863	25
I neeeeeed to live some where warm! äÖó	Suffolk	0.66999115	52.09851445	52.1872472	0.9707801	25
Don't think I've even been in soo much pain. Really need to get gloves	Essex/Lagos/London	0.93723178	51.87889272	51.5112139	-0.1198244	25
@gabbynavarro Lmao. Sorry I didnt get to see you again, when youre here for Thanksgiving stop by Debs or Ill stop by you.	Lincoln Park, MI	-83.19085882	42.22146149	42.2505943	-83.1785361	25
snow = drifting Õæ_ÕŸÕæ_Õ±Õæ_Õ_„	Michigan	-85.63803024	43.02226105	44.3148443	-85.6023643	25
It's good to be back playin' in the #snow! @MakingAndermatt @Elan_Skis @KJUSUSA @KJUS_SYSTEMS @Bolle_Eyewear http://t.co/Jp5z8fn06G	San Diego / Zurich	-105.9415615	39.57942619	18.9850004	-98.2819321	25
My shower doesn't have a cold tap and I think I have 3rd degree burns	1/4 of the ace gang	-0.19015801	51.49593808	NA	NA	25
I've never been this cold in my life!		-96.6385546	33.0957462	NA	NA	25
It's not very warm ....		-83.36078151	42.54616577	NA	NA	25
I see snow		-90.400138	38.6261836	NA	NA	25
Thinking a/b should I curl my hair or wear it straight for Thanksgiving .	N.D.L. 3	-92.0631374	31.12695436	NA	NA	25
Being a size small with arms the length of a 6 foot 5 mans makes buying winter clothes nearly impossible Õæ_ÕŸ±		-80.95383226	34.07383877	NA	NA	25
Thanksgiving Eve Storm: The Travel Tips You'll Need to Weather the Nor'easter | http://t.co/zHLO6xxMY3 | via @CNTraveler		-104.9761512	39.7633731	NA	NA	25
Too cold http://t.co/RBATUJcs5v	South Bend äìšArlington, Texas	-88.233227	42.978297	NA	NA	25
We have a 60% chance that it's gonna snow.. Please snow I'm really not feeling it Õæ_Õ±ëä‹¥Ÿä_‹¥Ÿä‹¥Ÿä_‹¥Ÿ	with him :)	-79.97102643	37.29331806	NA	NA	25
During the summer my TL is "I love cold weather" and during the summer it is "it's way too cold".. I don't get it.		-105.1268936	40.58195764	NA	NA	25
@chelseaxonicole that's where I'm going!! I think at least I heard it's crazy every thanksgiving eve!		-76.72532438	39.96711055	NA	NA	25
I have socks &amp; slippers on &amp; my feet are still cold . Õæ_ÕŸî	@PincheeYasmine be dat nigga ä_	-121.2900775	37.93399234	NA	NA	25
My favorite buiiding on campus by far. Looks even better in the snow. #wku #campus #snow #winteräó_ http://t.co/v8QNHsG78X	Barnes Campbell - WKU	-86.45607011	36.98215918	NA	NA	25
My birthday is exactly two weeks from thanksgiving	At mcdonalds ! 	-97.05812632	32.55785034	NA	NA	25
It's rainy out here tx. But I need a haircut. So this rain ain't nothing.		-95.57060128	29.58250027	NA	NA	25
Hot cocoa and my new electric blanketÕæ_ÕŸbest way to end a Monday #toocold #thanksmama	Gibson,Missouri	-90.0747535	36.49545919	36.4411718	-90.0309266	25
US thanksgiving tomorrow. Must locate pumpkin pie in #SYD	#Sydney	151.2004343	-33.8853457	-33.8674869	151.2069902	25
Oh wow it's snowing good now. I love snow when it gets us out of school, but cancel a game? Nah that sucks	Speedwell, TN	-83.70198943	36.61030087	36.4586902	-83.8718624	25
It might be thanksgiving break after tomorrow, but there's no way I'll be able to just relax Õæ_ÕŸÍ #somuchtodo #solittletime	.The Ville.	-85.7667844	38.22178461	46.2153149	0.955566	25
What happens when the Turkey Trot committee leaves the turkey costume out during after school club. @äó_ http://t.co/hlEuJFIMEq	Henderson, KY	-87.593741	37.837522	NA	NA	25
Soooo coldä_‹¥Ÿä‹¥Ÿ		-79.4300875	44.06584735	NA	NA	25
@ItsJoshKeller I'll be here winter!	claremont	-117.8459054	34.04581863	NA	NA	25
This cold is killing me.	8 Sided House	-80.9532071	34.0023446	NA	NA	25
Midget #thanksgiving :) #friendsgiving #holidays #family #friends #glutenfree #yum ngauvreau @ Del Rioäó_ http://t.co/jcFOxzG0AJ	BOSTONäìšLA	-117.1295459	32.77872839	NA	NA	25
I want to try something different. See a new view but my couch is so comfortable and it's really cold out.		-73.91724721	40.69388085	NA	NA	25
@A_Oliver2 @maddy_metcalf well this snow better hit!	ä__¥Ÿ	-80.61181339	40.32004667	NA	NA	25
Thanksgiving break I've been waiting for you Õæ_ÕŸ_Õæ_ÕŸ_	New Lothrop	-83.96104468	43.51351026	NA	NA	25
So Ms. Fraher knows it's not even suppose to snow tonight?		-76.5630537	42.9203091	NA	NA	25
If it's gonna be this cold it should at least snow		-73.22923919	42.44257221	NA	NA	25
A cup of warm water, some vitamin C; a bowl for the cat, a bowl for the dog, a bowl for me.		-88.79743061	33.45551377	NA	NA	25
äóì@tumblentwerk: homegirl eatin mat like its thanksgivingäóÕæ_ÕŸ‰	1t1dfae4l	-96.97475966	33.17922777	NA	NA	25
@MelllMadrid it was cold Õæ_ÕŸ_		-111.8148049	33.34583399	NA	NA	25
You fit me better than my favorite sweater #lanadelrey #bluejeans		-119.2848727	35.5000527	NA	NA	25
äóì@TrippyManee91: Idk where to spend thanksgiving atÕæ_Õ_ˆäó  I know where Õæ_ÕŸ_Õæ_Õ_†Õæ_Õ_†Õæ_Õ_†		-119.0174477	35.30102142	NA	NA	25
uggs or moccasins tm #toughdecisions		-72.81906494	40.84947355	NA	NA	25
As if the sleet and snow were not enough today, I got to drive home in post-game traffic...FROM WORK. I didn't go to the game.	The Volunteer State	-86.7595143	36.0252101	35.5174913	-86.5804473	25
They are going to have to do wind sprints in practice cause they won lol		-87.79508918	41.83218033	NA	NA	25
Tbh haven't worn that sweater in a good two weeks its in my house though	Up In The Clouds	-83.88405535	42.32486083	28.64189	77.3342	25
I'm glowing with thankfulness, excitement and love for my family this holiday season. @ Highland Parkäó_ http://t.co/UJHLCT9bcs	Plano, Texas	-96.805601	32.835838	33.0198431	-96.6988856	25
#LiveTweet hot chocolate with @pfrankie31_ and @PaulaArbilla Õæ_ÕŸ		-111.8983917	41.01505661	NA	NA	25
And it's not even winter yet!	DM[V]	-77.45633329	38.77833929	15.414999	-61.370976	25
@ImKingCharly oh it's cause we gotta group chat but you ain't never in it , but thanksgiving bruh wassup w/ it homie ?		-84.5377145	33.90658636	NA	NA	25
"nie wstane chyba
to cold"	äÖ_	21.2516818	52.44753	NA	NA	25
Let it snow let it snow let it snow ä‹¥Ÿä‹¥Ÿä‹¥ŸÕæ_Õ_óÕæ_Õ_óÕæ_Õ_ó		-79.89576627	40.15402242	NA	NA	25
First snow of the season on my drive from the airport. Moscow snow!	New York, New York	37.47964927	55.84149785	NA	NA	25
"@_MariAnnna: More excited for Gucci Manes Mixtape release than thanksgiving lol"	Carrizo Springs + Laredo	-99.4307258	27.572876	NA	NA	25
@KateReillyJames haha are u up raiding the fridge for cold custard an jam with your cravings?? Haha #Cravings #NomNoms	Cambridge	-0.47409276	52.37844318	NA	NA	25
The snow makes everything better		-79.72592267	40.39152852	NA	NA	25
It's cold a'f		-117.05615	34.02556942	NA	NA	25
@kevsioco omg u have the 09 sweater I lost mines :(	. sd	-117.0549467	32.70002482	NA	NA	25
Cold sheets against your warm skin &gt;&gt;&gt;&gt;		-75.06268409	38.44329105	NA	NA	25
Purposely under packing because you know you'll need all that extra space to bring your winter closet back to school #NorthernGirlProbs ä‹¥ŸÕæ_ÕŸ_		-77.34930791	35.55948623	NA	NA	25
It better stay cold	los angeles	-118.2876371	34.07981677	NA	NA	25
I'm cold &amp; tired af...+ I had a long ass day!	The Finish Line ä»«	-84.9794064	32.4915389	NA	NA	25
@Redskins game was awesome but they suck and it was cold!!	North Carolina	-77.07017072	38.89365913	NA	NA	25
öŸöŸ»öŸ»öŸÁö_‹öŸçö_šö_€öŸ_ö_šöŸ‚öŸçöŸ_öŸ äÖî¥Ÿ#rainy#rain#road #vscocam @ Hinkong @ Ratchaburi http://t.co/UwAQdq9oJ5	Bangkok, Thailand	99.70575598	13.5576704	NA	NA	25
Well I gave them two towels to keep warm. I did my best	boaz, murricaland	-85.90560646	34.54886967	NA	NA	25
@Greyhounds_PZ oh that's good, you can keep warm. I'm a bit tired, woke up at 4 was just dropping off at 6 when Danny came in! Managed to	Weston-Super-Mare	-2.92813368	51.36252296	NA	NA	25
I just wanna stay home for thanksgiving	Round Rock, Texas	-97.65855303	30.5310946	NA	NA	25
Too cold to get up Õæ_ÕŸ_	united kingdom	0.83934983	52.31731711	NA	NA	25
Pre-booked my seats for next holiday to Sensatori Sharm #cantwait only 89 days to go @Sensatori our 3rd visit	Gatwick	-0.21552051	51.123399	NA	NA	25
I ain't even stressing a relationship... When it's my time I'll know it. FOH with that holiday cuffin / winter shit	NYC-Miami	-80.19560621	25.87764423	NA	NA	25
@germans123 my only day off is thanksgiving and the day after. But I'll be in Pennsylvania we can chill tomorrow if you wanna tho	HG	-73.6465298	41.43360902	NA	NA	25
Can't wait for thanksgiving, all I can eat of my moms cooking AND left overs :)		-84.77805029	43.57308708	NA	NA	25
The untouched blanket of snow covering the soccer field is so pretty	513	-84.51706533	39.12890323	NA	NA	25
So excited for holiday Õæ_ÕŸ_	UT//NYC	-73.99689315	40.72978871	NA	NA	25
When I'm cold I will literally continue to complain about how cold it is until I'm warm.. one of the worst feelings	in an awkward situation	-90.5129745	38.7753324	NA	NA	25
I just ran 2 miles in the rain like what lol I'm asking to get sick		-86.60018943	34.09247941	NA	NA	25
@emilyannmaier it's probably warm outside there lol.. It's probs in Cali	765	-85.43507942	40.22343285	50.5845446	21.0863256	25
It feels so cold outside and I'm working til half 6 today :/ I really hope our heating is back on now!	Colchester, Essex	0.91196666	51.88915223	51.895927	0.891874	25
@James_Yammouni I drive all night to keep her warm .... No ?	The Land Of Brave ...	-4.40034683	55.9041742	34.9933038	-80.8514086	25
Lmao I'm cold hearted		-115.2227169	36.192526	NA	NA	25
Let it snow let it snow let it snow let it snow!!!!!!!!!!!!ä_‹¥Ÿä‹¥Ÿä_‹¥Ÿä‹¥Ÿä_‹¥Ÿä‹¥Ÿä_‹¥Ÿä‹¥Ÿ	West Liberty ,WV	-80.68543244	40.04647828	40.169794	-80.5936851	25
@MatthewjWebb1 the fuck it's cold af in my room and yet here I am	frisco tx 	-96.88373496	33.14841958	33.1506744	-96.8236116	25
"Snowman soon!!!

#snow #whitagram #munich #de #germany #vsco #vscocam @ HSH - Hanns-Seidel-Haus http://t.co/FAdyKxNiUc"	Up your ass turn left	11.61123991	48.184022	NA	NA	25
Tis abit chilly!! #brrrrr..	Boscastle	-4.7318387	50.6232322	50.686914	-4.692832	25
@jennyhackett1 is it really cold??	äó¢sheerioäó¢ äó	-4.24661035	55.86320648	NA	NA	25
The pool area is so warm. I love it.		-78.18602902	43.23974709	NA	NA	25
@_CadiLee_ nothin better then playin a game of cod with a girl and some ramen during the winter!		-89.96403535	34.82005722	NA	NA	25
Is this the provverbial calm before the storm? Or did I miss something?	Huntington, Alexandria, VA	-77.08938115	38.81500035	NA	NA	25
"Give me some sunshine
Give me some rain
Give me another chance
I wanna grow up once again"		32.81272883	39.85465548	NA	NA	25
Inverno pieno a Roma !! ä‹¥ŸäÖî¥Ÿä_‹¥Ÿ #winter http://t.co/XdY6y68X1q	Roma , Italy 	12.46025468	41.85494662	NA	NA	25
Cape Town is cold- no secret there!	Cato Manor	18.59885605	-33.97167986	NA	NA	25
It's raining &amp; it's cold #badcombo		-87.146802	32.94786415	NA	NA	25
We made it!!   Spending Thanksgiving week with my hubby at Sunset Beach, NC!!!		-78.51208092	33.88280319	NA	NA	25
I would not be mad if work got cancelled because of snow	Hershey	-76.7798447	40.2966369	NA	NA	25
The horror. äóì@CP24: Environment Canada has issued a special weather statement for Toronto, warning of the possibility of snow this eveningäó	toronto, canada	-79.40236995	43.70971385	NA	NA	25
Soooo like dodgeball in the freezing cold with world history, and then food &amp; fear the beard? Sounds like a plan to me.		-77.1400648	34.7011331	NA	NA	25
Dat snow tho	Chillicothe, Ohio	-83.02162724	39.3362601	NA	NA	25
soph has cool gloves???	Buckinghamshire/London	-0.75885577	51.63195967	NA	NA	25
wearing my skiing north face today it's too cold for the basic one	malverne, new yorkk	-73.66819216	40.68872552	NA	NA	25
This rain Õæ_ÕŸ©Õæ_ÕŸ© makes me wana go to all my classes with my blanket and go to sleep &amp; I haven't even got to school yet	w/ Daddyyyyyä_¥Ÿ .	-80.38682057	34.77118072	NA	NA	25
äóì@Kyle_fischer_3: äóì@mitch_trail: It's kinda cold todayäó oh is it http://t.co/G1CdRBhS0Oäó HAHAHAHAHAHAHAHAHA	Phoenix AZ	-111.8698802	33.3917237	33.4483771	-112.0740373	25
It's too cold Õæ_ÕŸ		-84.86334169	33.53180117	NA	NA	25
Cali y r u so cold gaahh im freezing u know	Santa Ana California	-117.887591	33.7107932	33.7455731	-117.8678338	25
Not getting out of  30s today. We're supposed to be in mid 60s. hasn't stopped raining for 3 days, at around 5" of rain. This is Texas wtf	texas	-97.62181073	30.55269215	31.9685988	-99.9018131	25
@hanny_rae ugh, it is too cold...	Harvest, AL	-89.78101337	35.44671642	34.8556441	-86.7508323	25
Ug, tuna sandwich was dry. Ug, essays are hard. Ug, it's cold and I want to be home.	Halifax, NS äˆ‹ Victoria, BC	-63.58673708	44.64046751	48.4284207	-123.3656444	25
@TheHitmanBrett AMEN to that!! Hate that the stores are pushing shopping on Thanksgiving!! Shame on them. Count me OUT.		-78.68358631	42.96776479	NA	NA	25
I WILL NOT get sick right before Thanksgiving. No. That's just not happening.	Dayton and Dover, OH	-84.18390802	39.74252711	39.7502323	-84.1666756	25
Pretty sure I have a sweater obsession.		-78.48103361	43.01101884	NA	NA	25
"You know it's cold outside when you walk outside and it's cold"		-87.85607727	41.51242115	NA	NA	25
@Ebdon89 Õæ_ÕŸ‰Õæ_ÕŸ‰Õæ_ÕŸ‰ sorry. Stay cold äì†		-2.88039193	53.198673	NA	NA	25
Continuing my hunt for apartments, picking up some stuff to bring over my moms &amp; in-laws for the holiday, laundry, homework &amp; sleep!!	Akron --- Lincoln & back again	-81.51186085	41.07564363	41.0802326	-81.5124002	25
At least I get to wear my Pom Pom gloves äÖ_¥ŸÕæ_Õ_óä‹¥ŸÕæ_ÕËš		-76.52458334	38.96649504	NA	NA	25
too cold for a fire drill bruh		-80.86012464	35.10900939	NA	NA	25
All this snow is perfect Õæ_ÕŸä‹¥Ÿ	partyville. 	-87.9587505	42.24087321	53.5081797	-6.3959455	25
I can't wait for hot yoga tonight because I am cold af ä‹¥Ÿä_‹¥Ÿ	london, ontario 	-81.20579166	42.94727104	42.9869502	-81.243177	25
Love the snow ä»ç #WinterBaby		-87.728493	41.6497684	NA	NA	25
Too cold		-70.34345998	43.70586366	NA	NA	25
I have so much I need to do today but I'm too cold to get up and do anything at all. #thestruggle	Alabama	-85.97665662	32.87515954	NA	NA	25
Thanksgiving lunch @riseinteractive so delicious...so full	Chicago, IL	-87.63681477	41.88137417	NA	NA	25
Have fun dealing with 7 inches of snow people! My happy ass will be sitting on the beach in Florida in less then 6 hours! #NoSnowForMe		-80.1919323	40.46075656	NA	NA	25
@CharlieRapson10 yeah, have to look at holiday's and shit because I still wanna do nass, global, napa, reading.	UK, Reading, England	-0.96247514	51.44185514	NA	NA	25
While on the train minding my own business , this 79 year old man approaches me and starts talking about the civil war and keyboards.	Chicago$$ 	-87.68443627	41.82733341	NA	NA	25
Oh we're meant to be getting alot of snow next month, i hope so ä‹ä_‹ #lovesnow	Scotland	-3.25111375	56.1414225	NA	NA	25
When winter comes around my eyes turn pure green. Õæ_Õ_		-95.58851617	33.10021123	NA	NA	25
One more day until Thanksgiving break officially begins! Õæ_ÕŸë		-71.07685251	42.05748646	NA	NA	25
Let it snow. I'm ready.		-84.02016761	35.09071029	NA	NA	25
cant get warm ä_‹¥Ÿ		-3.04914272	51.5780825	NA	NA	25
Protect your online business from data breaches this holiday season: Dec. 2, also known as Cyber Monday, is the... http://t.co/uN5d6RdxmJ	Houston	-95.3618441	29.75523769	NA	NA	25
And the snow begins	Greenbrier,, TN	-86.76030143	36.21436928	NA	NA	25
@staceysummers17 because it's proper gonna warm up in exactly 2 weeks yaaa :D	Huddersfield	-1.82725961	53.64097019	NA	NA	25
Fed up wiv this now need a fresh start and a nice holiday		-0.41302774	51.44384322	NA	NA	25
@bradchais happy holiday to you and Stacey and The young lady ! @staceychais	boston	-71.35103983	42.03728858	NA	NA	25
Why is it people think I am always going on holiday! I wish!! #needtobookthenextadventure	North Hykeham, Lincoln	-0.59071644	53.18530305	53.18257	-0.5870959	25
Full or cold, ergh	barrow in furness	-3.26487978	54.11579332	54.108967	-3.218894	25
